"","lon","lat"
"808",-96.7969879,32.7766642
"809",-82.9987942,39.9611755
"810",-118.2436849,34.0522342
"811",-118.2436849,34.0522342
"812",-98.4936282,29.4241219
"813",-118.2436849,34.0522342
"814",-104.990251,39.7392358
"815",-118.2436849,34.0522342
"816",-97.092877,35.0077519
"817",-118.2436849,34.0522342
"818",-95.6751576,39.0473451
"819",-118.2436849,34.0522342
"820",-74.0059728,40.7127753
"821",-118.2436849,34.0522342
"822",-74.0059728,40.7127753
"823",-84.5555347,42.732535
"824",-83.0457538,42.331427
"825",-83.0457538,42.331427
"826",-74.4056612,40.0583238
"827",-96.7969879,32.7766642
"828",-96.9605608,33.396503
"829",-77.0368707,38.9071923
"830",-118.2436849,34.0522342
"831",-86.3077368,32.3792233
"832",-122.3320708,47.6062095
"833",-81.091203,32.0808989
"834",-118.2436849,34.0522342
"835",-98.4842465,39.011902
"836",-97.3307658,32.7554883
"837",-118.2436849,34.0522342
"838",-118.2436849,34.0522342
"839",-118.2436849,34.0522342
"840",-118.2436849,34.0522342
"841",-99.9018131,31.9685988
"842",-118.2436849,34.0522342
"843",-81.6943605,41.49932
"844",-118.1445155,34.1477849
"845",-118.2436849,34.0522342
"846",-118.2436849,34.0522342
"847",-96.6361153,34.4475921
"848",-81.655651,30.3321838
"849",-118.2436849,34.0522342
"850",-87.8611531,41.1200325
"851",-94.5785667,39.0997265
"852",-94.5785667,39.0997265
"853",-88.3845913,40.4636204
"854",-97.7130543,28.8833119
"855",-118.2436849,34.0522342
"856",-118.2436849,34.0522342
"857",-118.2436849,34.0522342
"858",-93.7501789,32.5251516
"859",-118.2436849,34.0522342
"860",-96.7025955,40.813616
"861",-96.7969879,32.7766642
"862",-118.2436849,34.0522342
"863",-93.0537839,34.1209292
"864",-118.2436849,34.0522342
"865",-97.342782,31.0982344
"866",-97.342782,31.0982344
"867",-118.2436849,34.0522342
"868",-118.2436849,34.0522342
"869",-118.2436849,34.0522342
"870",-88.703656,32.3643098
"871",-118.2436849,34.0522342
"872",-96.8808582,35.7017314
"873",-104.8213634,38.8338816
"874",-93.939947,29.8849504
"875",-118.2436849,34.0522342
"876",-118.2436849,34.0522342
"877",-94.5785667,39.0997265
"878",-122.3320708,47.6062095
"879",-98.4933873,33.9137085
